"","huc12_id","ifi_measure_Flood","ifi_fp_AreaKM2","konrad_fp_area","k_totalCells","k_sum_1_2_3","k_percentArea","floodPlainAreaRatio"
"1",170800060500,0.9375163,17.40734,0,0,NA,NA,Inf
"2",171001030404,0.7081254,6.118226,0,0,NA,NA,Inf
"3",171001040404,0.8559033,1.109088,0,0,NA,NA,Inf
"4",171001060107,0.7089245,2.113661,0,0,NA,NA,Inf
"5",170200090108,0.840727,0.7142839,0,0,NA,NA,Inf
"6",170200090109,0.981284,0.6362171,0,0,NA,NA,Inf
"7",170200090301,0.673124,0.4067779,0,0,NA,NA,Inf
"8",170300010601,0.7821016,0.7964886,0,0,NA,NA,Inf
"9",170300010602,0.9424664,1.636821,0,0,NA,NA,Inf
"10",170300010605,0.915374,6.857853,0,0,NA,NA,Inf
"11",170300030102,0.6454826,2.528782,0,0,NA,NA,Inf
"12",170300010704,0.9997639,0.08956693,0,0,NA,NA,Inf
"13",170300010705,0.5311541,3.595324,0,0,NA,NA,Inf
"14",170300030101,0.7876026,0.9945878,0,0,NA,NA,Inf
"15",170800050906,0.4375054,19.05914,0,0,NA,NA,Inf
"16",170300010401,0.6659585,0.3013685,0,0,NA,NA,Inf
"17",170300010205,0.5857227,8.1969,0,0,NA,NA,Inf
"18",170300010301,0.6241122,3.129904,0,0,NA,NA,Inf
"19",170300010304,0.691559,6.589558,0,0,NA,NA,Inf
"20",170300010402,0.558858,0.9759603,0,0,NA,NA,Inf
"21",170300010403,0.7118591,10.1447,0,0,NA,NA,Inf
"22",170300010408,0.4900611,64.22836,0,0,NA,NA,Inf
"23",171100050603,0.8325614,0.866972,0.5108,5108,0,0,1.69728269381363
"24",171100120201,0.4611729,4.66563,9.5351,95351,15501,16.2567775901669,0.489311071724471
"25",171100040604,0.7471729,0.007909934,0,0,NA,NA,Inf
"26",171100040602,0.7446999,1.089018,0,0,NA,NA,Inf
"27",171100040603,0.5765983,1.042627,0,0,NA,NA,Inf
"28",171100050607,0.7493696,0.525359,0.4202,4202,0,0,1.25025940028558
"29",171100070107,0.6079782,28.97598,48.9849,489849,189247,38.633742234852,0.591528818064342
"30",171100080204,0.9991219,0.7248806,0.2246,2246,433,19.2787177203918,3.22742920747996
"31",171100110101,0.7541187,5.731152,8.1982,81982,28923,35.2796955429241,0.699074430972653
"32",171100100401,0.6975735,1.963885,2.4897,24897,10920,43.8607061091698,0.788803871952444
"33",171100100402,0.5591963,2.239152,2.7296,27296,6012,22.0252051582649,0.820322391559203
"34",171100130203,0.7241162,2.201846,3.9828,39828,2223,5.58150045194336,0.552838706437682
"35",171100140401,0.4753358,6.728576,5.253,52530,31517,59.998096325909,1.2809015800495
"36",171100150112,0.4195697,5.418929,16.1234,161234,9982,6.19100189786273,0.336090960963568
"37",171100150306,0.8980716,2.839482,19.3567,193567,96359,49.780696089726,0.146692463074801
"38",171100200506,0.9941175,1.122077,0.591,5910,1289,21.8104906937394,1.89860744500846
"39",171100190603,0.6452196,1.705624,0,0,NA,NA,Inf
"40",171100210607,0.9695044,0.0266019,0,0,NA,NA,Inf
"41",170200100301,0.9564523,0.5009875,0,0,NA,NA,Inf
"42",170200100304,0.6736533,0.6111429,0,0,NA,NA,Inf
"43",170200110602,0.9980611,0.0405537,0,0,NA,NA,Inf
"44",170200120303,0.7331905,0.4263579,0,0,NA,NA,Inf
"45",170200120305,0.9928191,0.4212587,0,0,NA,NA,Inf
"46",170200120307,0.9567188,1.558668,0,0,NA,NA,Inf
"47",170200120403,0.7587661,3.354294,0,0,NA,NA,Inf
"48",170200120404,0.8258517,3.488006,0,0,NA,NA,Inf
"49",170200120406,0.8051286,2.505677,0,0,NA,NA,Inf
"50",171100180108,0,0,0,0,NA,NA,NA
"51",171100210604,0,0,0,0,NA,NA,NA
"52",171100210606,0,0,0,0,NA,NA,NA
"53",170200080201,0.7497054,0.5266036,0,0,NA,NA,Inf
"54",170200080404,0.7302387,1.74466,0,0,NA,NA,Inf
"55",170300020101,0.983249,0.2984988,0,0,NA,NA,Inf
"56",170300020308,0.4741014,4.624305,0,0,NA,NA,Inf
"57",170701060101,0.7199307,3.444342,0,0,NA,NA,Inf
"58",170300020303,0.690732,1.141008,0,0,NA,NA,Inf
"59",171100190502,0.7036599,0.7513198,0.0575,575,0,0,13.0664313043478
"60",171100150307,0.4648142,17.9552,46.5026,465026,139647,30.0299338101525,0.386111744289567
"61",171100190900,0.9074447,8.794702,3.2125,32125,31556,98.2287937743191,2.73765042801556
"62",171100150308,0.4716745,5.888511,5.862,58620,4029,6.87308085977482,1.00452251791198
"63",171100190304,0.4596073,1.798808,0.8547,8547,0,0,2.10460746460746
"64",171100190501,0.7700354,0.0310358,0,0,NA,NA,Inf
"65",171100191100,0.6952079,12.91043,16.8186,168186,142297,84.6069232873129,0.767628102220161
"66",171100191200,0.6555401,3.781234,0.7674,7674,0,0,4.92733124837112
"67",170300020302,0.949339,2.829013,0,0,NA,NA,Inf
"68",170800040104,0.9086733,2.610893,0,0,NA,NA,Inf
"69",170300010101,0.72038,2.754091,0,0,NA,NA,Inf
"70",171100100201,0.921553,2.231513,1.534,15340,7638,49.7913950456323,1.45470208604954
"71",171100190604,0.8047451,3.622489,0,0,NA,NA,Inf
"72",171100150108,0.5135546,0.5638658,4.0248,40248,221,0.549095607235142,0.140097843371099
"73",171100150109,0.6163915,3.538516,4.4847,44847,15549,34.6712154659175,0.789019555377171
"74",170800040506,0.5287099,11.70563,0,0,NA,NA,Inf
"75",170800050103,0.9550222,0.205549,0,0,NA,NA,Inf
"76",170800050301,0.4254256,22.10019,0,0,NA,NA,Inf
"77",171100190504,0.9991626,0.01577513,0,0,NA,NA,Inf
"78",170800050902,0.5014482,3.663969,0,0,NA,NA,Inf
"79",171001030110,0.875461,6.208195,0,0,NA,NA,Inf
"80",171001030202,0.6601307,2.196067,0,0,NA,NA,Inf
"81",171001030501,0.4263457,15.04951,0,0,NA,NA,Inf
"82",171001040403,0.4137528,11.25494,0,0,NA,NA,Inf
"83",171001060502,0.3679388,8.973124,0,0,NA,NA,Inf
"84",170800060302,0.8436432,1.02359,0,0,NA,NA,Inf
"85",170800060402,0.795643,1.992763,0,0,NA,NA,Inf
"86",171100210202,0.7063145,1.289361,0,0,NA,NA,Inf
"87",171100210701,0.7280373,5.785175,0,0,NA,NA,Inf
"88",171100210703,0.6338834,4.733027,0,0,NA,NA,Inf
"89",171100210705,0.4347402,2.007245,0,0,NA,NA,Inf
"90",171001060302,0.4260534,12.96169,0,0,NA,NA,Inf
"91",170800060304,0.6118549,14.43027,0,0,NA,NA,Inf
"92",171001010101,0.7488191,1.159716,0,0,NA,NA,Inf
"93",171001010302,0.808299,5.275987,0,0,NA,NA,Inf
"94",171001010603,0.4988853,6.906481,0,0,NA,NA,Inf
"95",171001010605,0.5586657,8.050383,0,0,NA,NA,Inf
"96",171001010606,0.7401263,5.064551,0,0,NA,NA,Inf
"97",171100120303,0.5597241,1.313778,3.3856,33856,8880,26.2287334593573,0.38804879489603
"98",171100090702,0.4583131,26.7586,28.5225,285225,88631,31.074064335174,0.938157594881234
"99",171100100603,0.5001133,24.52618,24.7399,247399,50172,20.2797909449917,0.991361323206642
"100",171100110201,0.1153315,19.35106,26.9672,269672,8,0.00296656679225133,0.717577649885787
"101",171100110202,0.3303435,13.20589,13.7813,137813,55674,40.3982207774303,0.958247044908681
"102",171100190202,0.4520429,1.431079,0.0055,55,0,0,260.196181818182
"103",171100051007,0.6319228,2.8567,1.3418,13418,974,7.25890594723506,2.1290058130869
"104",171100070103,0.4429422,2.550737,0.0791,791,148,18.7104930467762,32.2469911504425
"105",171001010601,0.9564981,1.880431,0,0,NA,NA,Inf
"106",171001010501,0.9848977,3.128876,0,0,NA,NA,Inf
"107",171001030108,0.385302,11.87703,0,0,NA,NA,Inf
"108",171001030109,0.6517543,4.134398,0,0,NA,NA,Inf
"109",171001010607,0.4724374,19.14369,0,0,NA,NA,Inf
"110",171001010704,0.7628124,11.73079,0,0,NA,NA,Inf
"111",171001010701,0.9530802,1.619176,0,0,NA,NA,Inf
"112",171001010702,0.840717,6.545132,0,0,NA,NA,Inf
"113",171001010703,0.8040838,9.836586,0,0,NA,NA,Inf
"114",171001010705,0.6683885,5.859385,0,0,NA,NA,Inf
"115",171001010706,0.4811707,15.78169,0,0,NA,NA,Inf
"116",171001010707,0.516214,19.8052,0,0,NA,NA,Inf
"117",171001010801,0.7137438,2.701476,0,0,NA,NA,Inf
"118",171001010803,0.9712097,0.4522665,0,0,NA,NA,Inf
"119",171001020101,0.9676083,2.47321,0,0,NA,NA,Inf
"120",171001020102,0.9808918,1.322466,0,0,NA,NA,Inf
"121",171001020103,0.9516116,2.694811,0,0,NA,NA,Inf
"122",171001020104,0.8900707,3.027322,0,0,NA,NA,Inf
"123",171001020105,0.455237,14.67837,0,0,NA,NA,Inf
"124",171001020201,0.8805122,2.891458,0,0,NA,NA,Inf
"125",171001020202,0.6606059,7.798062,0,0,NA,NA,Inf
"126",171001020203,0.9600161,3.020877,0,0,NA,NA,Inf
"127",171001020204,0.8489917,7.468417,0,0,NA,NA,Inf
"128",171001030406,0.821641,2.32637,0,0,NA,NA,Inf
"129",171001030407,0.7057861,8.986683,0,0,NA,NA,Inf
"130",171001010301,0.6574769,10.74688,0,0,NA,NA,Inf
"131",171001010401,0.9820057,2.747997,0,0,NA,NA,Inf
"132",171001010402,0.8075128,6.015129,0,0,NA,NA,Inf
"133",171001010403,0.6100605,6.872725,0,0,NA,NA,Inf
"134",171001020304,0.7069857,7.180704,0,0,NA,NA,Inf
"135",171001020401,0.8697437,2.232105,0,0,NA,NA,Inf
"136",171001020402,0.9858595,0.5130333,0,0,NA,NA,Inf
"137",171001020403,0.8480107,5.967138,0,0,NA,NA,Inf
"138",171001020404,0.9163837,1.104397,0,0,NA,NA,Inf
"139",171001020405,0.7184549,6.911228,0,0,NA,NA,Inf
"140",171001040104,0.7676602,9.398136,0,0,NA,NA,Inf
"141",171001040105,0.5044696,14.53742,0,0,NA,NA,Inf
"142",171001040106,0.3621746,9.464147,0,0,NA,NA,Inf
"143",171001010202,0.6075301,5.885839,0,0,NA,NA,Inf
"144",171001010404,0.6784648,7.728163,0,0,NA,NA,Inf
"145",171001020208,0.6949373,6.087048,0,0,NA,NA,Inf
"146",171001020205,0.911796,3.815301,0,0,NA,NA,Inf
"147",171001020206,0.9248164,5.164038,0,0,NA,NA,Inf
"148",171001020207,0.7968094,15.78407,0,0,NA,NA,Inf
"149",171001020209,0.5691136,21.60265,0,0,NA,NA,Inf
"150",171001020303,0.7490986,2.077219,0,0,NA,NA,Inf
"151",171001020406,0.966065,2.778051,0,0,NA,NA,Inf
"152",171001020407,0.6305747,21.43227,0,0,NA,NA,Inf
"153",171001020408,0.6289797,6.251119,0,0,NA,NA,Inf
"154",171001020501,0.7103065,6.231441,0,0,NA,NA,Inf
"155",171001020502,0.6602617,7.64982,0,0,NA,NA,Inf
"156",171001030505,0.5217714,25.32793,0,0,NA,NA,Inf
"157",171001030502,0.9322328,1.296405,0,0,NA,NA,Inf
"158",171001030503,0.5651222,3.092749,0,0,NA,NA,Inf
"159",171001030504,1,0.255249,0,0,NA,NA,Inf
"160",171001030506,0.7711705,3.808918,0,0,NA,NA,Inf
"161",171001030507,0.5118527,3.523392,0,0,NA,NA,Inf
"162",171001030508,0.7606431,3.35006,0,0,NA,NA,Inf
"163",171001030509,0.8201546,13.32553,0,0,NA,NA,Inf
"164",171001030510,0.8612512,1.7972,0,0,NA,NA,Inf
"165",171001030511,0.8140985,9.724755,0,0,NA,NA,Inf
"166",171001040101,0.6580646,7.473677,0,0,NA,NA,Inf
"167",171001040102,0.4148409,19.66815,0,0,NA,NA,Inf
"168",171001040103,0.7215541,10.16415,0,0,NA,NA,Inf
"169",171001050105,0.6447301,19.03209,0,0,NA,NA,Inf
"170",171001050106,0.4371383,28.5493,0,0,NA,NA,Inf
"171",171001050107,0.5596844,11.38386,0,0,NA,NA,Inf
"172",171100200307,0.4732223,18.39512,32.3782,323782,30583,9.44555287199412,0.568132879530054
"173",171100200401,0.8543782,0.9721177,0,0,NA,NA,Inf
"174",170800030802,0.4907286,3.891574,0,0,NA,NA,Inf
"175",170800030602,0.4502459,53.41133,0,0,NA,NA,Inf
"176",170800030704,0.4646456,4.494555,0,0,NA,NA,Inf
"177",170800030900,0.4946979,60.69092,0,0,NA,NA,Inf
"178",171100100103,0.7162149,2.634218,3.6961,36961,11997,32.4585373772355,0.712702037282541
"179",171001010502,0.7522802,8.680285,0,0,NA,NA,Inf
"180",171001010503,0.43319,14.49668,0,0,NA,NA,Inf
"181",171001010602,0.8884059,5.108045,0,0,NA,NA,Inf
"182",171001010604,0.8755332,1.537363,0,0,NA,NA,Inf
"183",171001020602,0.6560123,6.828637,0,0,NA,NA,Inf
"184",171001020503,0.4877411,38.13292,0,0,NA,NA,Inf
"185",171001020504,0.513856,21.58569,0,0,NA,NA,Inf
"186",171001020603,0.5480754,2.729386,0,0,NA,NA,Inf
"187",171001020604,0.5253832,21.69842,0,0,NA,NA,Inf
"188",171001030101,0.8506035,0.02367242,0,0,NA,NA,Inf
"189",171001030102,0.4654358,4.095223,0,0,NA,NA,Inf
"190",171001030103,0.2762937,7.062804,0,0,NA,NA,Inf
"191",171001030104,0.6458077,6.384067,0,0,NA,NA,Inf
"192",171001030105,0.5995041,3.935631,0,0,NA,NA,Inf
"193",171001030106,0.9184206,2.862982,0,0,NA,NA,Inf
"194",171001030107,0.5223226,17.91181,0,0,NA,NA,Inf
"195",171001030111,0.5040798,14.64798,0,0,NA,NA,Inf
"196",171001030201,0.8929106,0.622898,0,0,NA,NA,Inf
"197",171001040203,0.7067008,9.817454,0,0,NA,NA,Inf
"198",171001040107,0.4025475,7.367235,0,0,NA,NA,Inf
"199",171001040201,0.8378497,2.397957,0,0,NA,NA,Inf
"200",171001040202,0.7027361,15.08155,0,0,NA,NA,Inf
"201",171001040204,0.5455464,3.935986,0,0,NA,NA,Inf
"202",171001040205,0.3639307,16.97679,0,0,NA,NA,Inf
"203",171001040301,0.7098151,3.866815,0,0,NA,NA,Inf
"204",171001040302,0.7176517,3.318344,0,0,NA,NA,Inf
"205",171001040303,0.6295835,9.787079,0,0,NA,NA,Inf
"206",171001040304,0.3108622,13.65247,0,0,NA,NA,Inf
"207",171100200504,1,0.6849017,0.2625,2625,339,12.9142857142857,2.60914933333333
"208",171100200501,0.8743402,2.143894,1.0026,10026,3000,29.9222022740874,2.13833433074008
"209",171100200502,0.9658727,0.7809142,0.0546,546,0,0,14.3024578754579
"210",171100200503,0.9793311,0.6253823,0.0189,189,8,4.23280423280423,33.0890105820106
"211",171100200505,0.8876774,4.044411,2.7202,27202,8921,32.7953826924491,1.48680648481729
"212",171100200507,0.9873537,0.6317095,0.2929,2929,1247,42.5742574257426,2.15674120860362
"213",171100200508,0.8664254,3.811013,2.089,20890,11398,54.561991383437,1.82432407850646
"214",171100200509,0.9898973,0.5234971,0.1701,1701,808,47.5014697236919,3.07758436213992
"215",171100200510,0.7611586,1.092394,1.9883,19883,18260,91.8372479002163,0.549411054669818
"216",171100200511,0.9205216,0.5844378,0.3602,3602,793,22.0155469183787,1.62253692393115
"217",171100200512,0.8090318,3.957407,3.051,30510,20434,66.9747623729925,1.29708521796132
"218",171100200513,0.7670629,1.761984,0.1743,1743,458,26.2765347102697,10.1089156626506
"219",171100200514,0.6573869,5.36014,6.1928,61928,43904,70.8952331740085,0.865543857382767
"220",171100210201,0.9346719,0.3451916,0,0,NA,NA,Inf
"221",171100210203,0.95548,0.7785373,0,0,NA,NA,Inf
"222",171100210301,0.9775974,0.207139,0,0,NA,NA,Inf
"223",171100210302,0.916095,0.349309,0,0,NA,NA,Inf
"224",170800030705,0.6147639,7.759262,0,0,NA,NA,Inf
"225",170800030601,0.6476103,1.025853,0,0,NA,NA,Inf
"226",170800030605,0.8767625,0.621674,0,0,NA,NA,Inf
"227",170800030702,0.556151,6.475933,0,0,NA,NA,Inf
"228",170800020202,0.9416017,3.059506,0,0,NA,NA,Inf
"229",170800030604,0.8013223,1.17486,0,0,NA,NA,Inf
"230",170800030603,0.90576,1.765958,0,0,NA,NA,Inf
"231",170800030703,0.4223384,6.175106,0,0,NA,NA,Inf
"232",170800030701,0.7237604,0.7396082,0,0,NA,NA,Inf
"233",171001030205,0.453667,9.104542,0,0,NA,NA,Inf
"234",171001030203,0.5182525,7.78348,0,0,NA,NA,Inf
"235",171001030204,0.7451044,1.517164,0,0,NA,NA,Inf
"236",171001030206,0.4747274,8.033665,0,0,NA,NA,Inf
"237",171001030301,0.7148849,0.5385025,0,0,NA,NA,Inf
"238",171001030302,0.7871098,2.219062,0,0,NA,NA,Inf
"239",171001030303,0.7573199,4.883362,0,0,NA,NA,Inf
"240",171001030304,0.6712037,10.81377,0,0,NA,NA,Inf
"241",171001030305,0.4488742,7.176971,0,0,NA,NA,Inf
"242",171001030401,0.5660136,2.85074,0,0,NA,NA,Inf
"243",171001030402,0.4614859,10.46883,0,0,NA,NA,Inf
"244",171001030403,0.776089,9.060794,0,0,NA,NA,Inf
"245",171001030405,0.4076682,12.99062,0,0,NA,NA,Inf
"246",171001040401,0.6493886,4.752209,0,0,NA,NA,Inf
"247",171001040402,0.5211865,1.203541,0,0,NA,NA,Inf
"248",171001040405,0.3890926,29.63016,0,0,NA,NA,Inf
"249",171001040406,0.4454763,25.75156,0,0,NA,NA,Inf
"250",171001040407,0.4392827,37.92027,0,0,NA,NA,Inf
"251",171001050101,0.8741738,4.042387,0,0,NA,NA,Inf
"252",171001050102,0.7127426,9.23892,0,0,NA,NA,Inf
"253",171001050103,0.7926922,9.241492,0,0,NA,NA,Inf
"254",171001050104,0.5142969,9.717727,0,0,NA,NA,Inf
"255",171001050201,0.7233393,2.475119,0,0,NA,NA,Inf
"256",171001050202,0.2897599,12.10632,0,0,NA,NA,Inf
"257",171001050203,0.4062684,8.068553,0,0,NA,NA,Inf
"258",171001050204,0.491111,10.21464,0,0,NA,NA,Inf
"259",171001050301,0.3331191,9.02686,0,0,NA,NA,Inf
"260",171001050302,0.6257571,7.002564,0,0,NA,NA,Inf
"261",171001060105,0.489244,2.464849,0,0,NA,NA,Inf
"262",171001060106,0.5873213,9.247675,0,0,NA,NA,Inf
"263",171001060108,0.5878468,17.94776,0,0,NA,NA,Inf
"264",171001060304,0.4022524,4.371267,0,0,NA,NA,Inf
"265",171001060305,0.3065804,9.225046,0,0,NA,NA,Inf
"266",171001060306,0.4306085,15.3381,0,0,NA,NA,Inf
"267",171100210303,0.9511259,0.1456755,0,0,NA,NA,Inf
"268",171100210304,0.7394039,0.4381833,0,0,NA,NA,Inf
"269",171100210305,0.8243811,0.4216955,0.2565,2565,0,0,1.64403703703704
"270",171100210702,0.5537704,2.687124,0,0,NA,NA,Inf
"271",171100210704,0.7519107,3.551731,0,0,NA,NA,Inf
"272",171100210706,0.6612699,0.8949668,0,0,NA,NA,Inf
"273",171001060102,0.7308109,3.557197,0,0,NA,NA,Inf
"274",171001050400,0.8898302,14.89848,0,0,NA,NA,Inf
"275",171001060101,0.7662365,1.551242,0,0,NA,NA,Inf
"276",171001060103,0.6696492,3.506243,0,0,NA,NA,Inf
"277",171001060104,0.6417618,7.234332,0,0,NA,NA,Inf
"278",171001060201,0.5431495,2.177013,0,0,NA,NA,Inf
"279",171001060202,0.5365898,8.646399,0,0,NA,NA,Inf
"280",171001060203,0.7434855,0.07606232,0,0,NA,NA,Inf
"281",171001060301,0.5452994,4.976338,0,0,NA,NA,Inf
"282",171001060303,0.7168921,2.650369,0,0,NA,NA,Inf
"283",171001060307,0.5364407,2.126579,0,0,NA,NA,Inf
"284",171001060402,0.5092739,5.710356,0,0,NA,NA,Inf
"285",171001060501,0.9136113,1.405662,0,0,NA,NA,Inf
"286",171001060401,0.5968807,5.912199,0,0,NA,NA,Inf
"287",170800050702,0.3319607,14.60927,0,0,NA,NA,Inf
"288",170800050701,0.4736862,13.62859,0,0,NA,NA,Inf
"289",170800050801,0.7486483,0.4320119,0,0,NA,NA,Inf
"290",170800050802,0.4349847,4.624644,0,0,NA,NA,Inf
"291",170800050804,0.3568579,11.14276,0,0,NA,NA,Inf
"292",170800050901,0.6285464,3.32915,0,0,NA,NA,Inf
"293",170800050903,0.6586212,4.378479,0,0,NA,NA,Inf
"294",170800050904,0.3475062,12.66168,0,0,NA,NA,Inf
"295",170800050905,0.5932582,2.036982,0,0,NA,NA,Inf
"296",170800060301,0.6941032,1.92594,0,0,NA,NA,Inf
"297",170800060303,0.7504447,2.381934,0,0,NA,NA,Inf
"298",170800060401,0.7857593,3.610756,0,0,NA,NA,Inf
"299",170800030406,0.4378217,2.532397,0,0,NA,NA,Inf
"300",170800030404,0.3536647,11.20749,0,0,NA,NA,Inf
"301",170800030407,0.2844099,29.02907,0,0,NA,NA,Inf
"302",171002020302,0.8137359,2.066382,0,0,NA,NA,Inf
"303",170800060102,0.736671,3.862153,0,0,NA,NA,Inf
"304",171002020203,0.439052,5.246562,0,0,NA,NA,Inf
"305",171002020205,0.6693007,5.100719,0,0,NA,NA,Inf
"306",171002020207,0.6370638,7.203681,0,0,NA,NA,Inf
"307",170800060101,0.6162438,18.96818,0,0,NA,NA,Inf
"308",170800030504,0.8847743,2.035185,0,0,NA,NA,Inf
"309",170800030505,0.2475488,5.481818,0,0,NA,NA,Inf
"310",171002020204,0.8029059,2.254401,0,0,NA,NA,Inf
"311",170800030801,0.2168919,26.13402,0,0,NA,NA,Inf
"312",170200080706,0.6563574,2.287207,0,0,NA,NA,Inf
"313",170200090107,0.9787316,0.7265897,0,0,NA,NA,Inf
"314",170300010709,0.4912596,8.638564,0,0,NA,NA,Inf
"315",170300020102,0.9099516,2.643348,0,0,NA,NA,Inf
"316",170300020103,0.7868086,2.139655,0,0,NA,NA,Inf
"317",170300020104,0.9368394,1.106747,0,0,NA,NA,Inf
"318",170300020105,0.8398781,2.988735,0,0,NA,NA,Inf
"319",170300020106,0.5777666,2.563097,0,0,NA,NA,Inf
"320",170300020107,0.4728261,3.783833,0,0,NA,NA,Inf
"321",170300020108,0.6128174,4.671714,0,0,NA,NA,Inf
"322",170300020109,0.654105,2.017883,0,0,NA,NA,Inf
"323",170300010604,0.9802292,0.4795402,0,0,NA,NA,Inf
"324",170300010603,0.7442899,1.083915,0,0,NA,NA,Inf
"325",170300010701,0.8012325,0.9240147,0,0,NA,NA,Inf
"326",170300010706,0.9965425,2.932846,0,0,NA,NA,Inf
"327",170300010707,0.9928813,0.4626022,0,0,NA,NA,Inf
"328",170300010708,0.523375,3.620681,0,0,NA,NA,Inf
"329",170300020201,0.8559333,0.1122826,0,0,NA,NA,Inf
"330",170300020202,0.4933259,5.040691,0,0,NA,NA,Inf
"331",170200070104,0.7403837,0.7341892,0,0,NA,NA,Inf
"332",170200070101,0.9851581,0.7474124,0,0,NA,NA,Inf
"333",170200070102,0.9892012,1.213706,0,0,NA,NA,Inf
"334",170200070103,0.7476113,0.1687839,0,0,NA,NA,Inf
"335",170200080101,0.7495663,0.1698838,0,0,NA,NA,Inf
"336",170200080102,0.7465797,0.7058425,0,0,NA,NA,Inf
"337",170200080103,0.8339137,0.4466214,0,0,NA,NA,Inf
"338",170200080104,0.902876,1.171956,0,0,NA,NA,Inf
"339",170200080202,0.7508327,0.1862788,0,0,NA,NA,Inf
"340",170200080203,0.7481237,0.4932877,0,0,NA,NA,Inf
"341",170200080204,0.7672912,1.320584,0,0,NA,NA,Inf
"342",170200080205,0.7914921,3.25704,0,0,NA,NA,Inf
"343",170200080305,0.7381666,0.8273185,0,0,NA,NA,Inf
"344",170200080402,0.7624614,0.5415069,0,0,NA,NA,Inf
"345",170200080407,0.9395317,0.3554123,0,0,NA,NA,Inf
"346",170200080408,0.6697698,2.772279,0,0,NA,NA,Inf
"347",170200080501,0.7470567,0.1404258,0,0,NA,NA,Inf
"348",170200080502,0.7470044,0.1731616,0,0,NA,NA,Inf
"349",170200080503,0.7074681,0.8208344,0,0,NA,NA,Inf
"350",170200080504,0.7289997,0.4846551,0,0,NA,NA,Inf
"351",170200080610,0.6953335,3.458117,0,0,NA,NA,Inf
"352",170200080701,0.9515682,0.6770704,0,0,NA,NA,Inf
"353",170200080702,0.7017315,1.733175,0,0,NA,NA,Inf
"354",170200080703,0.7366585,0.4185485,0,0,NA,NA,Inf
"355",170200080704,0.8740942,1.251666,0,0,NA,NA,Inf
"356",170200080508,0.9392617,0.4311885,0,0,NA,NA,Inf
"357",170200080505,0.7464514,0.1548882,0,0,NA,NA,Inf
"358",170200080506,0.7374889,0.7252161,0,0,NA,NA,Inf
"359",170200080507,0.9710263,1.716437,0,0,NA,NA,Inf
